,Unnamed: 0,file_name,label,text,English,Manually_Labeled
20,20,BG_Box_WladimirKlitschko_vs_KubratPulev_YES,YES,"Тренировъчният лагер почти беше свършил, оставаше ми само още една седмица спаринги.
Когато се качих на ринга, забелязах, че нещо не е наред.
След това се опитах да тренирам в следващите два дни, но ставаше все по-зле и по-зле.
Без да навлизам в детайли, това беше контузия в бицепса.
С такава травма за съжаление нямаше как да се боксирам.
След допълнителни изследвания се разбра, че трябва да имам 4-5 седмици почивка.
Такива неща стават в спорта.
Виждал съм го много пъти.
И при други боксьори това се случва доста често.
Не е нещо, което можеш да контролираш.
Просто става.
Ние сме в спорт, в който се раздаваш максимално, за да влезеш в най-добрата възможна форма.
Такива случайни неща винаги може да се случат на един спортист.
Лошо е не само за мен, но и за опонента ми, който също е бил в период на подготовка.
За щастие само отложихме за известно време мача, но виждам и позитивни неща.
След това нещо Кубрат Пулев – както сам каза и той – имаше повече време да се подготви, а това означава, че ще бъде в по-добра форма за мача, отколкото щеше да е през септември.
Считам, че с представянето си Пулев ще се хареса на публиката.
Четири седмици се възстановявах и контузията отшумя.
Не може да излезеш от форма за 4 седмици.
След това бавно започнах пак да тренирам.
Да, беше малко къса подготовка, но вярвам, че съм се справил много, много добре.
Подготовката този път беше 6 седмици, малко по-къса от предишната.
Но целта беше да не се получи претрениране.
Най-лошото нещо в спорта е да прекалиш с тренировките.
Не, здрав съм 100%, докторите ме увериха.
Не съм имал такива мисли и винаги се раздавам напълно.
Направихме същата програма в подготовката, каквато беше и преди.
Правя това, с което ще спечеля мача.
Сега съм добре, здрав съм и мога да пусна юмруците си да летят на 15 ноември.
В първата фаза имах от 8 до 10 спаринг партньори, които идваха и си отиваха.
Гост ми беше и олимпийският шампион Антъни Джошуа.
Бях впечатлен от него.
Той искаше да се учи много и показа добра форма на ринга.
Кевин Джонсън също беше на лагера.
Готвя се за съперник, който преди всичко е много самоуверен.
Вярвам, че той не е добил толкова голям опит, но има огромно желание.
Още на пресконференцията през юни показа голяма самоувереност.
Той не мисли за възможна загуба, мисли само за победата.
В ранглистите той е на високи позиции, бил се е с хора, които са по-високи и от мен – като Димитренко, Устинов и други.
Представя се добре.
Често приключва мачовете преди края.
Пулев има и добра кариера като аматьор, и като професионалист.
Той няма загубен мач на профи ринга.
Той наистина няма никакъв страх или притеснения.
Той не знае какво е това и никога не го е изпитвал.
Има добра техника, много добър прав удар.
Пази дистанцията добре, трудно е да го стигнеш.
Така стана на мача му с Травис Уокър – той не загуби линията си, вървеше по своя път и в края беше победител.
Вярвам, че той знае, че не трябва да подценява шампиона.
Предполагам каква тактика е измислил треньорът му, който е много опитен и има много прилики с моя бивш треньор Фриц Здунек.
Мисля, че с отлагането на мача те са имали още повече време да ме анализират и да подготвят по-добре стратегиите си срещу мен.
Вълнувам се да видя какво ще стане на ринга.
Не мога да обещая прекалено много.
Аз ще направя това, което мога.
Ако мачът свърши бързо, така да бъде.
Ако продължи повече - също.
Важното е да продължа да защитавам титлата си и да остана успешно на ринга.
Всичко, което изредихте.
Пасва му.
Има някакви неща при него, психически не е много стегнат, както казват тук, в Германия.
Заради държанието си и действията си той не влиза в рамка.
В началото мислех, че е забавно.
Но последните му изпълнения не са много забавни.
Последният му клип не показва истината.
Той мина с лодка покрай мен, момчетата му ме снимаха.
Знаех, че ще има провокация.
Но не беше забавно, когато паднах във водата.
Беше опасно.
Той беше на моторна лодка, а аз във водата.
Не бяхме при равни условия.
Да, това минава границата, удар под пояса е.
Мислех да подам официална жалба, защото някои неща не трябва да са позволени.
Можеше бързо да свърши с трагичен край.
Да, в началото беше забавно, но след това не е.
Той иска да привлече внимание, като напада шампиона.
Хареса ми как се представи срещу Виталий – с разкъсването на фланелката и цялото шоу, което направи.
Не разбирам какво му се е случило.
По едно време се заговори, че всичко това е режисирано.
Но ако е така, щях да взема и брат ми, той е добър актьор, щяхме да нагласим нещо.
Не мога да говоря за него, но от това, което говори, излиза, че той ще се появи.
Той знае точно къде съм и кога ще съм там.
Но не ми е проблем, мисля само за мача.
Научил съм се, че трябва да имаш търпение.
С времето всеки си получава заслуженото.
Някои хора вървят в една посока, от която аз се връщам.
С времето е имало много боксьори, които бяха сбъркали.
Дерек Чизора например имаше същите психически проблеми като Бригс, удари шамар на брат ми.
Откачи на пресконференция, хвърли бутилка по Дейвид Хей, а в следващия мач беше нокаутиран.
Има един израз ""Съдбата е кучка"" – всеки получава заслуженото си и същото важи за бокса.
Търпелив съм с него, може да му предложа мач, ако продължава да се развива на ринга.
Виждам, че вече е в топ 10, има титла на Северна Америка.
Така че може и да стигне до позиция, в която да излезе срещу мен.
Може и да реша да се срещнем.","The training camp was almost over, I only had one more week of sparring left.
When I got in the ring, I noticed that something was wrong.
Then I tried to train for the next two days, but it got worse and worse.
Without going into details, it was a biceps injury.
With such an injury, unfortunately, I could not box.
After further research it became clear that I should have 4-5 weeks off.
Such things happen in sports.
I have seen him many times.
And with other boxers, this happens quite often.
It's not something you can control.
It just happens.
We are in a sport in which you give your best to get in the best possible shape.
Such accidental things can always happen to an athlete.
It is bad not only for me, but also for my opponent, who was also in a period of preparation.
Fortunately, we only postponed the match for a while, but I see positive things as well.
After that, Kubrat Pulev - as he himself said - had more time to prepare, which means that he will be in better shape for the match than he would have been in September.
I think that the audience will like Pulev with his performance.
I was recovering for four weeks and the injury subsided.
You can't get out of shape in 4 weeks.
Then I slowly started training again.
Yes, it was a bit of a short preparation, but I believe I did very, very well.
The preparation this time was 6 weeks, a little shorter than the previous one.
But the goal was to avoid overtraining.
The worst thing in sports is to overtrain.
No, I am 100% healthy, the doctors assured me.
I have not had such thoughts and I always give myself completely.
We did the same program in preparation as before.
I do what I will win the match with.
I'm fine now, I'm healthy and I can let my fists fly on November 15th.
In the first phase I had 8 to 10 sparring partners who came and went.
My guest was also the Olympic champion Anthony Joshua.
I was impressed with him.
He wanted to learn a lot and showed good form in the ring.
Kevin Johnson was also at the camp.
I am preparing for a rival who is, above all, very self-confident.
I believe that he has not gained so much experience, but he has a great desire.
Already at the press conference in June he showed great self-confidence.
He does not think of a possible loss, he only thinks of victory.
In the rankings he is in high positions, he has fought with people who are taller than me - like Dimitrenko, Ustinov and others.
It performs well.
Matches often end before the end.
Pulev has a good career as an amateur and as a professional.
He has not lost a pro match in the ring.
He really has no fears or worries.
He does not know what it is and has never experienced it.
He has good technique, very good straight shot.
Keep the distance well, it's hard to reach.
That's what happened in his match with Travis Walker - he didn't lose his line, he went his own way and in the end he was the winner.
I believe he knows he should not underestimate the champion.
I guess what tactics his coach came up with, who is very experienced and has a lot in common with my former coach Fritz Zdunek.
I think that by postponing the match, they had even more time to analyze me and better prepare their strategies against me.
I'm excited to see what happens in the ring.
I can't promise too much.
I will do what I can.
If the match ends quickly, so be it.
If it lasts longer - too.
The important thing is to continue to defend my title and stay successful in the ring.
Everything you listed.
It fits him.
There are some things with him, he is not very mentally tight, as they say here in Germany.
Because of his behavior and actions, he does not fit into the frame.
At first I thought it was fun.
But his latest performances are not very funny.
His latest video does not show the truth.
He took a boat past me, his boys taking pictures of me.
I knew there would be a provocation.
But it wasn't fun when I fell into the water.
It was dangerous.
He was on a motorboat and I was in the water.
We were not on equal terms.
Yes, this crosses the border, it's a blow below the belt.
I was thinking of filing a formal complaint because some things should not be allowed.
It could quickly end in tragedy.
Yeah Al that sounds pretty crap to me, Looks like it aint for me either.
He wants to attract attention by attacking the champion.
I liked how he performed against Vitaly - with the tear of his shirt and the whole show he did.
I don't understand what happened to him.
At one time it was rumored that all this was directed.
But if that's the case, I'd take my brother too, he's a good actor, we'd set something up.
I can't talk about him, but from what he says, it turns out that he will appear.
He knows exactly where I am and when I will be there.
But I don't have a problem, I only think about the match.
I learned that you have to be patient.
Over time, everyone gets what they deserve.
Some people go in one direction from which I return.
Over time, there were many boxers who were wrong.
Derek Chizora, for example, had the same mental health problems as Briggs, slapping my brother.
He freaked out at a press conference, threw a bottle at David Haye, and was knocked out the next game.
There is an expression ""Fate is a bitch"" - everyone gets what they deserve and the same goes for boxing.
I am patient with him, I can offer him a match if he continues to develop in the ring.
I see that he is already in the top 10, he has a North American title.
So he may end up in a position to come out against me.
Maybe I decide to meet.


",False
21,21,BG_MMA_AnitaDoganova_vs_AleksandraToncheva_NO,NO,"С децата съм по-скоро приятел, отколкото строг авторитет.
Ако не споделяш тяхното пламъче и не трептите на една забавна честота, няма как да имате диалог и да се случат нещата.
Смесените бойни изкуства са комплексен спорт и изискват изключително много работа във всеки един аспект на играта - в стойка, на земя.
За да си добър, трябват упоритост и постоянство.
В България е много трудно за жените да се развиват в този спорт, просто защото сме прекалено малко.
Единственият ни шанс е да търсим изяви в чужбина, но повечето чужди вериги те търсят една или две седмици преди самата среща и е много трудно за такъв кратък период да ""влезеш"" в активна състезателна форма.
Срещата на 2 август няма да е никак лесна и подготовката върви отлично - с тренировки по два пъти на ден, кръгови тренировки, крос, спринтове, спаринги.
Работим върху изградена стратегия срещу съперника.","I am friends with children rather than strict authority.
If you don't share their flame and don't flicker on a fun frequency, you can't have a dialogue and things will happen.
Mixed martial arts are a complex sport and require a lot of work in every aspect of the game - standing, on the ground.
To be good, you need perseverance and perseverance.
In Bulgaria it is very difficult for women to develop in this sport, simply because we are too few.
Our only chance is to look for appearances abroad, but most foreign chains are looking for them one or two weeks before the match and it is very difficult for such a short period to ""get"" into active racing form.
The meeting on August 2 will not be easy and the preparation is going great - with training twice a day, circuit training, cross country, sprints, sparring.
We are working on a strategy against the opponent.",True
22,22,BG_MMA_BlagoiIvanov_vs_BenRotuel_YES,YES,"Чувствам се добре.
Подготвен съм отлично за този мач, а и най-важното – здрав съм.
Очакванията ми са, че ще успя да победя и да постигна своя първи триумф в най-голямата организация за смесени бойни изкуства – UFC.
Това, което мога да кажа за Бен Ротуел е, че той е един от най-опитните бойци в тежка категория на UFC.
Състезава се в организацията от близо 10 години.
Има победи над наистина доста сериозни имена – надделявал е над легендата Марк Хънт, нокаутирал е Алистър Овърийм.
Освен сериозния опит, той е здрав физически, умее да заключва съперниците си по най-различни начини и сменя три гарда по време на бой.
Големият минус за него сега е, че не се е качвал на октагона от почти 3 години и мисля, че това ще наклони нещата в моя полза.","I feel good.
I am well prepared for this match, and most importantly - I am healthy.
My expectations are that I will be able to win and achieve my first triumph in the largest mixed martial arts organization - the UFC.
What I can say about Ben Rottwell is that he is one of the most experienced fighters in the UFC heavyweight division.
He has been competing in the organization for almost 10 years.
He has victories over really quite serious names - he has defeated the legend Mark Hunt, he has knocked out Alistair Overim.
In addition to serious experience, he is physically healthy, able to lock his opponents in various ways and change three guards during combat.
The big downside for him now is that he hasn't climbed the octagon in almost 3 years and I think that will tip things in my favor.",True
23,23,BG_MMA_DanielZlatkov_vs_AtanasMihaylov_YES,YES,"Преди два дни имах неприятен инцидент на автомагистрала “Струма”.
Имам честта да се готвя с най-добрия треньор, благодаря за помощта на другите момчета, които ми помагат в тренировките.
Дори във футбола никога не съм подценявал съперника, така ще е и в събота, макар че ми се искаше малко по-корав съперник да имам.
Ако загубя от Наско в събота, самочувствието ми и самият аз ще се срина.
Аз вярвам в себе си и вярвам, че ще мога да победя.
Не го подценявам в никакъв случай.","Two days ago I had an unpleasant accident on the Struma highway.
I have the honor to train with the best coach, thanks for the help of the other guys who help me in training.
Even in football I have never underestimated the opponent, so it will be on Saturday, although I wanted to have a slightly tougher opponent.
If I lose to Nasko on Saturday, my self-esteem will collapse.
I believe in myself and I believe that I will be able to win.
I do not underestimate it in any way.",True
24,24,BG_MMA_DeyanTopalski_vs_MuslimSalihov_NO,NO,"Здравейте.
Тук е момента да благодаря на господин Любен Джубрилов за личното му ангажиране при уреждането на този двубой.
Благодарение на него и промоутърска компания MAXFIGHT се случиха нещата.
Да, мисля ,че вече съм на 100%.
Много време ми отне възстановителният процес, но за щастие всичко е зад мен.
Тренирaм на максимум вече месец и половина и нямам оплаквания.
Да, гледах поне 10-15 мача на Салихов и смея да твърдя ,че съм наясно със стилът му.
Много е рязък в стойка.
Изчаква и не е темповак, но е много точен и няма едно излишно движение.
Мисля, че като стил много си приличаме и ще е тактическа битка.
Подготвям му няколко изненадки!
Вече карам трети подготвителен лагер.
Първо помагах на Александър Георгиев в подготовката му за Максфайт 30 , след това на Никола Дипчиков за мачът му в Cage Of Glory 3 и сега тренирам за моят мач!
Общо взето нямах много време от предложението до датата на двубоят, но аз така и така съм в подготовка с момчетата, така че не се замислих изобщо.
Тренирам с моят треньор Пепи Стоичков, с Никола Дипчиков, Александър Георгиев, Янко Борисов, Цецо Нинов и др.
Ходя и при Венци Иванов в неговият боксов клуб Winner.
Противникът ми е 4 пъти световен шампион по Сан Да, но мисля да му се противопоставя точно там – в стойка!
Имам предимство в дължината на крайниците и мисля ,че трябва да се възползвам от това оръжие.
Не ме плаши никак.
Смея да твърдя, че имам една много добра защита от събаряния и дори предпочитам да се бия с граплери, защото така са много предвидими за мен, а и моят стил е доста неудобен за тях.
Вълнува се!
Помага ми с всичко с което може – най вече с приготвянето на правилната за мен храна, което много ме облекчава.
До този етап да.
Мисля,че бъдещето е известно само на Бог, така че за напред ще видим какво ще стане.
Тренирам двуразово.
Няма да ходя на работа до мачът, за което съм много благодарен на моят началник!
Ставам, кафе и тренировка – това е началото на деня.
После се прибирам и почивам.
Следва втора тренировка след която имам сили само да се прибера вкъщи, да се нахраня и да загубя съзнание в леглото.
Неделя е ден за почивка, масаж и кино.
Гледам реално на нещата.
Не се изхвърлям.
Сега пред мен е само и единствено целта М1.
Ставам и лягам с тази мисъл.
М1 е една от топ 4 организации в световен мащаб, така че мисля, че на този етап трябва да закова тази цел.
После ще му мисля накъде!
По свeта да, в България не!
Тук хората ни мислят за квартални биячи и дебили.
Масово.
Сигурно и ние имаме вина за това.
Аз вече се отказах да се опитвам да се доказвам на хората тук.
Опитвам се да не чета и да не мисля за коментарите на обществото тук.
Шансът за доказване е навън!
Това не значи, че няма да се бия в MAXFIGHT.
Напротив, ще продължа с пълни сили.
Искам колана на тази организация.
Не!
Определено.
Много е трудно в това отношение.
Турнирите на MAXFIGHT се излъчват по национални телевизии.
Аз не мога да разбере как бизнеса не вижда потенциален шанс за реклама в нас бойците.
За турнирите в чужбина от своя страна е направо невъзможно!
На хората не им пука явно, че ще представляваш страната някъде.
За въпросният мач имам сериозен руски спонсор, огромна финансова институция,която ще застане зад мен.
Имах нужда от 3 дни за да се сдобия с подобен спонсор в Русия, макар, че не съм руснак.
Там хората мислят по съвсем различен начин.
Има уважение към боеца, без значение побеждава или губи.
Там смея да твърдя ни имат за истински атлети и дори нещо повече.
Тук всеки мисли как да те ползва...евтино!
Няма боец с който да не искам да се бия, като изключим момчетата от близкото ми обкръжение!
Пожелавам Ви да сте здрави!
Може да е клише, но след последната контузия мога да кажа, че сега го разбирам много по добре!","Hello.
It is time to thank Mr. Lyuben Dzhubrilov for his personal commitment in arranging this match.
Thanks to him and the promotion company MAXFIGHT, things happened.
Yes, I think I'm 100% already.
The recovery process took me a long time, but fortunately everything is behind me.
I have been training at a maximum for a month and a half now and I have no complaints.
Yes, I watched at least 10-15 matches of Salihov and I dare say that I am aware of his style.
It is very sharp in stance.
It waits and is not fast, but it is very accurate and there is no unnecessary movement.
I think we are very similar in style and it will be a tactical battle.
I am preparing some surprises for him!
I am already driving a third training camp.
First I helped Alexander Georgiev in his preparation for Maxfight 30, then Nikola Dipchikov for his match in Cage Of Glory 3 and now I train for my match!
In general, I didn't have much time from the proposal to the date of the match, but I'm in preparation with the boys anyway, so I didn't think about it at all.
I train with my coach Pepi Stoichkov, with Nikola Dipchikov, Alexander Georgiev, Yanko Borisov, Tseco Ninov and others.
I also go to Ventzi Ivanov in his boxing club Winner.
My opponent is a 4-time world champion in San Da, but I think I will oppose him right there - in a stand!
I have a limb length advantage and I think I should take advantage of this weapon.
It doesn't scare me at all.
I dare say that I have a very good protection against demolition and I even prefer to fight with grapples, because they are very predictable for me, and my style is quite uncomfortable for them.
He's excited!
He helps me with everything he can - especially with preparing the right food for me, which makes me very relieved.
Up to this point yes.
I think the future is known only to God, so we'll see what happens next.
I train twice.
I will not go to work until the match, for which I am very grateful to my boss!
I get up, coffee and a workout - this is the beginning of the day.
Then I go home and rest.
A second workout follows, after which I only have the strength to go home, eat and lose consciousness in bed.
Sunday is a day for rest, massage and cinema.
I look at things realistically.
I don't throw myself away.
Now I have only the M1 goal in front of me.
I get up and go to bed with that thought.
M1 is one of the top 4 organizations in the world, so I think at this stage I need to nail this goal.
Then I'll think of him!
Yes, in the world, no!
Here, people think of us as neighborhood thugs and morons.
Massively.
We must be to blame for that.
I have already given up trying to prove myself to the people here.
I try not to read or think about the public comments here.
The chance to prove it is out!
That doesn't mean I won't fight in MAXFIGHT.
On the contrary, I will continue with full force.
I want the belt of this organization.
No!
Definitely.
It is very difficult in this regard.
MAXFIGHT tournaments are broadcast on national television.
I can't understand how business doesn't see a potential chance for advertising in us fighters.
For tournaments abroad, on the other hand, it is impossible!
People obviously don't care that you will represent the country somewhere.
For the match in question, I have a serious Russian sponsor, a huge financial institution that will stand behind me.
It took me 3 days to get a similar sponsor in Russia, although I am not Russian.
There, people think very differently.
There is respect for the fighter, no matter he wins or loses.
There I dare say they have us as real athletes and even more.
Here everyone thinks how to use you ... cheap!
There is no fighter I don't want to fight, except for the boys from my close circle!
I wish you health!
It may be a cliché, but after the last injury I can say that now I understand it much better!
",False
25,25,BG_MMA_SvetlozarSavov_vs_PiotrStrus_NO,NO,"Щастлив съм, че мога да участвам в такава голяма организация като АСА, но вълнението ми остава същото като преди всяка друга борба.
Според мен преценката им се дължи на факта, че Струс  е на домакинска земя.
Но в клетката ще бъдем само той и аз.
Съдиите и борбата между нас.
Нещо повече, в този вид спорт един удар може да реши всичко и е много трудно да се определи предварително кой ще бъде победителят, което означава, че не може да се определи кой е фаворит и кой не.
Ние имаме еднакъв опит в смесените бойни изкуства и почти идентични физически параметри.
Така че не ме смущават опциите, както и миналото.
Напоследък по-често се бие като гост, а не като домакин, така че за мен няма значение.
Мисля, че Струс със сигурност е силен противник, но не и непобедим.
Искам да го докажа в битката.
Тренировките ми преди срещата вървят добре и сега се чувствам страхотно.
Ако има и други предложения от АСА, ще продължа да играя в тази лига.
Но възнамерявам да развивам кариерата си и в други вериги.
Времето ще покаже.","I am happy to be able to participate in such a large organization as ASA, but my excitement remains the same as before any other struggle.
In my opinion, their assessment is due to the fact that Strus is on home soil.
But only he and I will be in the cage.
The judges and the struggle between us.
Moreover, in this sport, one stroke can solve everything and it is very difficult to determine in advance who will be the winner, which means that it is not possible to determine who is the favorite and who is not.
We have the same experience in mixed martial arts and almost identical physical parameters.
So I'm not bothered by the options, as well as the past.
Lately, he fights more often as a guest than as a host, so it doesn't matter to me.
I think Strus is certainly a strong opponent, but not invincible.
I want to prove it in battle.
My training before the match is going well and now I feel great.
If there are other offers from ASA, I will continue to play in this league.
But I intend to develop my career in other chains as well.
Time will tell.",True
26,26,BG_Tennis_AndyMury_vs_GrigorDimitrov_YES,YES,"И на най-великите тенисисти в света се случва да имат по няколко лоши мача в годината.
Лошото беше, че всичко това стана на ""Уимбълдън"", но може да се случи на всеки в индивидуалните спортове.
Сега обаче не очаквам да има такъв спад в играта ми.
Спокоен съм, уверен съм в качествата си, всичко е наред и просто няма причина, поради която да съм притеснен преди този мач.
В следващите няколко дни всичко ще е наред с мен.","And the greatest tennis players in the world happen to have several bad games a year.
The bad thing was that it all happened at Wimbledon, but it can happen to anyone in individual sports.
Now, however, I do not expect such a decline in my game.
I am calm, I am confident in my qualities, everything is fine and there is simply no reason to be worried before this match.
In the next few days, everything will be fine with me.",True
27,27,BG_Tennis_CvetanaPironkova_vs_CarolineWozniacki_NO,NO,"В момента се чувствам във форма.
Натрупах мачове, победи и - съвсем естествено – самочувствие.
Успешното ми представяне в Съединените щати може би се дължи и на факта, че през тази година участвам на по-малко турнири.
Така мога да отделям повече време за подготовка.
Чудесно е, че родителите ми с мен.
Винаги, когато имам подкрепа от тях се чувствам по-добре и по-мотивирана на корта.
Освен това в Лос Анджелис се видяхме със сестра ми Елисавета, така че си стана истинско семейно събиране.
Познавам добре играта на Каролине.
Да, играли сме два пъти и имам две загуби от нея.
Но това беше доста отдавна.
Както се казва, нов мач – нов късмет!
Надявам се да се получи интересен двубой.
Аз ще дам всичко от себе си за успех в него!","I feel in shape right now.
I gained matches, victories and - quite naturally - self-confidence.
My successful performance in the United States may be due to the fact that I am participating in fewer tournaments this year.
This way I can spend more time preparing.
It's great that my parents are with me.
Whenever I have support from them, I feel better and more motivated on the court.
In addition, my sister Elisaveta and I met in Los Angeles, so it was a real family reunion.
I know Caroline's game well.
Yes, we played twice and I have two losses from it.
But that was a long time ago.
As they say, a new match - new luck!
I hope to have an interesting match.
I will do my best for success in it!",True
28,28,BG_Tennis_DavidGofen_vs_GrigorDimitrov_NO,NO,"С Григор напоследък играем често един срещу друг и тренираме заедно, особено на клей.
Познаваме се добре, той винаги е много тежък съперник.
Той е много добре физически.
Движи се много добре по корта.
За мен е много трудно да надделея.
На клей мисля, че досега не сме играли.
Ще бъде за първи мач.
Това е четвъртфинал, каквото и да стане, ще трябва после да играем на двойки заедно и няма да има проблем.","Recently, Grigor and I often play against each other and train together, especially on clay.
We know each other well, he is always a very tough opponent.
He is very well physically.
Moves very well on the court.
It is very difficult for me to overcome.
On clay, I don't think we've played before.
It will be for the first match.
This is a quarterfinal, whatever happens, we will then have to play in pairs together and there will be no problem.",True
29,29,BG_Tennis_DominicThiem_vs_GrigorDimitrov_NO,NO,"Ще бъде забавно в понеделник.
Той направи страхотен сезон.
Това е единственият начин да се класираш тук.
На 100% заслужи мястото си.
Съсредоточен съм върху първия ни мач.
Да си новак в такъв турнир, те поставя под огромно напрежение.
Последен се класирах в състезание с толкова звезди.
Сега е много различно, достигнах като №4.
Смятам, че ще се представя по-добре.","It will be fun on Monday.
He had a great season.
This is the only way to qualify here.
He 100% deserved his place.
I am focused on our first match.
Being a rookie in such a tournament puts you under a lot of pressure.
Last I qualified in a competition with so many stars.
It's very different now, I reached №4.
I think I will perform better.",True
30,30,BG_Tennis_FabioFonini_vs_GrigorDimitrov_YES,YES,"В Монте Карло изиграх добър мач срещу Димитров, а в Мадрид бях съвсем близо до победата.
Знам какво да направя, за да го победя и макар че миналата седмица не успях, се надявам третият път да ми е на късмет.
Българинът е страхотен талант, който може да играе добре на всяка повърхност, и трябва да се представя на възможно най-високо ниво, за да стигна до победата.
Мисля, че имам всичко необходимо, за да го направя, но ще разчитам много на публиката в Рим, защото тя е страхотна и ще ме подкрепя.","In Monte Carlo I played a good match against Dimitrov, and in Madrid I was very close to victory.
I know what to do to beat him, and although I failed last week, I hope to be lucky for the third time.
The Bulgarian is a great talent who can play well on any surface, and he must perform at the highest possible level to reach victory.
I think I have everything I need to do it, but I will rely a lot on the audience in Rome, because it is great and they will support me.",True
31,31,BG_Tennis_GrigorDimitrov_vs_DavidGofen_YES,YES,"Това е нещо голямо не само за мен, а за цяла България – моята родина.
Невероятно е да мога да покажа, че всичко е възможно.
Прескачаш граници, без да има значение откъде си дошъл.
Всичко зависи единствено от теб и всичко е в ръцете ти.
Хората трябва да разберат, че когато си поставиш нещо за цел в съзнанието и всекидневно работиш здраво здраво за него и прескачаш тези граници, лимитът ти е само небето.
Можеш да мечтаеш всеки ден.
Давид направи изключителен край на сезона, в който разчиташе на огромно самочувствие и инерция.","This is something big not only for me, but for the whole of Bulgaria - my homeland.
It is amazing to be able to show that anything is possible.
You cross boundaries no matter where you come from.
Everything depends only on you and everything is in your hands.
People need to understand that when you set a goal in your mind and work hard for it every day and cross those boundaries, your limit is only the sky.
You can dream every day.
David made an exceptional end to the season, in which he relied on great self-confidence and inertia.",True
32,32,BG_Tennis_GrigorDimitrov_vs_GaelMontfis_YES,YES,"Имах добри мачове, но и пропуснах възможности.
Не бях тренирал много добре няколко месеца.
Имах разколебавания с отбора и бях разконцентриран.
Нямах тази подготовка да завърша добре.
На последните няколко турнира играх добре и съм доволен от това.
Важно бе, че сезонът премина без контузии.
Последните седмици тренирам.
Всеки си върши работата в екипа ми, но ни рбява време да се нагодим към обстановката.
Никога не съм искал да бързам с избора на треньор.
Трябваше да си дам време.
Няколко пъти се срещахме с Франко, за да поговорим за начина на игра и решихме да опитаме.
Усетих след първите няколко дни, че той е добър избор за мен - не само като треньор, но той е и добър човек.
Гледам дългосрочно на сътрудничеството ни.
За момента всичко върви по план.
Имах много изисквания към треньора.
Да се надяваме да е последният, който трябва да избирам.
Имах проблеми и с ракетата - не искам това да звучи като извинение.
Не съжалявам за нито едно от решенията, които съм взел.
Поемам отговорност за всичко, което съм направил.
Един ден си 8-и, на другия ден си 28-и.
Това е добър урок за мен.
Работим върху няколко елемента - сервис, ретур.
Трябва още работа.
Има тънкости в играта, но трябва време.
Нещата не се получават изведнъж.
Ракетата ми е готова на 98%.
След седмица окончателно ще довърша всичко с нея.
Вълнувам се много.
Свикнал съм като цяло с нея, но й трябват още мачове.
Всички хора, които ще дойдат в залата, са много важни за мен.
Семейството ми, фондацията на Димитър Бербатов.
Бях един от първите наградени и не мога да забравя това.
Искам да дам нещо обратно.
Искам да благодаря на тях.
Целта не е само да правим шоу, а да изиграем един добър мач.
Винаги съм искал да играя в България пред родна публика.
Много се вълнувам.
Все пак искам да има някой, който да допринесе за самата атмосфера.
Познаваме се, той има добър арсенал от ""hot-shots"".
Надяваме се всички да бъдете с нас там.
Гаел е много колоритен играч.
Сервира добре, движи се добре по корта.
Играхме един мач преди време и той ми каза: ""Ти знаеш как играя. Опитвам се да шашкам всички в първите няколко гейма, после само вкарвам топката"".
Срещу него се играе трудно на ""Ролан Гарос"" - все едно се изправяш срещу цялата страна.","I had good matches, but I also missed opportunities.
I hadn't trained very well in a few months.
I had hesitations with the team and I was distracted.
I did not have this preparation to finish well.
I've played well in the last few tournaments and I'm happy with that.
It was important that the season passed without injuries.
I've been training for the last few weeks.
Everyone does their job in my team, but we need time to adjust to the situation.
I never wanted to rush to choose a coach.
I had to give myself time.
We met with Franco several times to talk about how to play and we decided to give it a try.
I felt after the first few days that he was a good choice for me - not only as a coach, but he is also a good person.
I look at our cooperation for a long time.
For now, everything is going according to plan.
I had a lot of requirements for the coach.
Let's hope it's the last one I have to choose.
I also had problems with the rocket - I don't want that to sound like an excuse.
I do not regret any of the decisions I have made.
I take responsibility for everything I have done.
One day you are 8th, the next day you are 28th.
This is a good lesson for me.
We are working on several elements - service, return.
More work is needed.
There are subtleties in the game, but it takes time.
Things don't happen all of a sudden.
My rocket is 98% ready.
In a week I will finally finish everything with her.
I'm very excited.
I'm used to her in general, but she needs more matches.
All the people who will come to the hall are very important to me.
My family, the Dimitar Berbatov Foundation.
I was one of the first winners and I can't forget that.
I want to give something back.
I want to thank them.
The goal is not just to make a show, but to play a good match.
I have always wanted to play in Bulgaria in front of a native audience.
Very excited.
However, I want to have someone who contributes to the atmosphere itself.
We know each other, he has a good arsenal of ""hot-shots"".
We hope you all be there with us.
Gael is a very colorful player.
Serves well, moves well on the court.
We played a game some time ago and he told me, ""You know how I play. I try to beat everyone in the first few games, then I just score the ball.""
It's hard to play against him at Roland Garros - it's like facing the whole country.",True
33,33,BG_Tennis_GrigorDimitrov_vs_Jerzy Janowicz_YES,YES,"Вълнувам се.
Очаквам да изляза пред родна публика и всичко да мине по план.
Да изляза победител.
В момента съм фокусиран върху играта си.
Искам да се насладя на играта си вкъщи, пред родна публика и да използвам всеки един момент.","I am excited.
I expect to go out in front of a native audience and everything will go according to plan.
To emerge victorious.
I am currently focused on my game.
I want to enjoy my game at home, in front of a home audience and use every moment.",True
